Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R008692,"Grason, Catherine ",CareFirst BlueCross BlueShield,CareFirst BlueCross BlueShield,11/01/21-10/31/22
R000239,"Grason, Catherine ",CareFirst BlueCross BlueShield,CareFirst BlueCross BlueShield,11/01/19-10/31/20
R005438,"Grason, Catherine ",CareFirst BlueCross BlueShield,CareFirst BlueCross BlueShield,11/01/20-10/31/21
R004326,"Grealy, Anne M",FirstEnergy,"FirstEnergy, Corp.",11/01/20-10/31/21
R003195,"Grealy, Anne M",FirstEnergy,"FirstEnergy, Corp.",01/09/20-10/31/20
R007518,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"AAA Mid-Atlantic, Inc.",02/19/21-10/31/21
R007522,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,Maryland Pharmacists Association,02/19/21-10/31/21
R009953,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"AAA Mid-Atlantic, Inc.",11/01/21-10/31/22
R007524,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"Pepco Holdings, Inc.",02/19/21-10/31/21
R007526,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,United States Bomb Technician Association (USBTA),02/19/21-10/31/21
R009954,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"County Commissioners of Charles County, Maryland",11/01/21-10/31/22
R009956,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"Melwood Horticultural Training Center, Inc.",11/01/21-10/31/22
R007519,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"County Commissioners of Charles County, Maryland",02/19/21-10/31/21
R007521,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"Melwood Horticultural Training Center, Inc.",02/19/21-10/31/21
R007523,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,Passport Auto Group,02/19/21-10/31/21
R007527,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"PF Growth Partners, LLC",02/19/21-10/31/21
R009955,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,"Pepco Holdings, Inc.",11/01/21-10/31/22
R007525,"Green, Jr., Joseph C., Jr.",G.S. Proctor & Associates ,Stellar IT Solutions,02/19/21-10/31/21
R002103,"Greenfield, Aaron J.","Greenfield Law, LLC",LeadingAge Maryland,11/01/19-10/31/20
R005513,"Greenfield, Aaron J.","Greenfield Law, LLC",LeadingAge Maryland,11/01/20-10/31/21
R002107,"Greenfield, Aaron J.","Greenfield Law, LLC",Embassy of Japan,11/01/19-10/31/20
R005518,"Greenfield, Aaron J.",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,11/01/20-10/31/21
R010018,"Greenfield, Aaron J.","Greenfield Law, LLC",LeadingAge Maryland,11/01/21-10/31/22
R002105,"Greenfield, Aaron J.","Greenfield Law, LLC","Bioenergy Development Group, LLC",11/01/19-10/31/20
R005514,"Greenfield, Aaron J.","Greenfield Law, LLC",Embassy of Japan,11/01/20-10/31/21
R002111,"Greenfield, Aaron J.",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,11/01/19-10/31/20
R005516,"Greenfield, Aaron J.","Greenfield Law, LLC","Bioenergy Development Group, LLC",11/01/20-10/31/21
R010020,"Greenfield, Aaron J.",Maryland Multi-Housing Association ,Maryland Multi-Housing Association,11/01/21-10/31/22
R010013,"Greenfield, Aaron J.","Greenfield Law, LLC",Embassy of Japan,11/01/21-10/31/22
R004053,"Greenfield, Aaron J.","Greenfield Law, LLC",LGC Labs,08/03/20-10/31/20
R010017,"Greenfield, Aaron J.","Greenfield Law, LLC","Bioenergy Development Group, LLC",11/01/21-10/31/22
R000778,"Griffin, Andrew ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/19-10/31/20
R010688,"Griffin, Andrew ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/21-10/31/22
R005461,"Griffin, Andrew ",Maryland Chamber of Commerce,Maryland Chamber of Commerce,11/01/20-10/31/21
R004414,"Grimes, Lauren ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of Maryland,11/01/20-10/31/21
R003792,"Grimes, Lauren ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of Maryland,03/10/20-09/01/20
R008798,"Grossi, Jeffrey ",Sheppard Pratt Health System,Sheppard Pratt Health Systems,11/01/21-10/31/22
R001439,"Grossi, Jeffrey ",Sheppard Pratt Health System,Sheppard Pratt Health Systems,11/01/19-10/31/20
R004514,"Grossi, Jeffrey ",Sheppard Pratt Health System,Sheppard Pratt Health Systems,11/01/20-10/31/21
R008843,"Gruber, Michael ",Consumer Brands Association,Consumer Brands Association,11/01/21-10/31/22
R006987,"Gruber, Michael ",Consumer Brands Association,Consumer Brands Association,12/29/20-10/31/21
R004117,"Guibao, Patrick John",Maryland Military Coalition,Maryland Military Coalition,11/01/20-10/31/21
R006750,"Guido, Jeffry F","Consulting by JLG, LLC","Consulting by JLG, LLC",11/27/20-04/30/21
R010451,"Guido, Jeffry F","Consulting by JLG, LLC",Baltimore DC Metro Building Trades,11/01/21-10/31/22
R003026,"Guido, Jeffry F",Building & Construction Trades Dept. AFL-CIO ,Baltimore DC Metro Building Trades,12/31/19-10/31/20
R008236,"Guitarra, Denisse ",Audubon Naturalist Society,Audubon Naturalist Society of the Central Atlantic States,11/01/21-10/31/22
R003494,"Guitarra, Denisse ",Audubon Naturalist Society,Audubon Naturalist Society of the Central Atlantic States,01/31/20-07/31/20
R004096,"Guitarra, Denisse ",Audubon Naturalist Society,Audubon Naturalist Society of the Central Atlantic States,11/01/20-10/31/21
R001816,"Gulstone, Ronan ",Washington Gas,Washington Gas,11/01/19-12/13/19
R001394,"Gutman, Howard ",Gutman Group,"Orsted Wind Power North America, Inc.",11/01/19-04/15/20
R001123,"Gutshall, Lauren ",College Board,"College Board, The",11/01/19-10/31/20
R005347,"Gutshall, Lauren ",College Board,"College Board, The",11/01/20-02/05/21
R001669,"Guy, Sally McMillan",Johns Hopkins,Johns Hopkins,11/01/19-05/01/20
R007075,"Hackman, Andrew ",Serlin Haley LLP,AMERIPEN,01/04/21-10/31/21
R010902,"Hackman, Andrew ",Serlin Haley LLP,Flexible Packaging Association,11/15/21-10/31/22
R010901,"Hackman, Andrew ",Serlin Haley LLP,AMERIPEN,11/15/21-10/31/22
R007076,"Hackman, Andrew ",Serlin Haley LLP,Flexible Packaging Association,01/04/21-10/31/21
R003216,"Hafey, Elizabeth  Anne ",Johns Hopkins,Johns Hopkins,01/10/20-10/31/20
R005432,"Hafey, Elizabeth  Anne ",Johns Hopkins,Johns Hopkins,11/01/20-10/31/21
R010065,"Hafey, Elizabeth  Anne ",Johns Hopkins,Johns Hopkins,11/01/21-10/31/22
R002511,"Halber, Ronald Joseph",Jewish Community Relations Council of Greater Washington,Jewish Community Relations Council of Greater Washington,11/01/19-10/31/20
R008248,"Halber, Ronald Joseph",Jewish Community Relations Council of Greater Washington,Jewish Community Relations Council of Greater Washington,11/01/21-10/31/22
R005650,"Halber, Ronald Joseph",Jewish Community Relations Council of Greater Washington,Jewish Community Relations Council of Greater Washington,11/01/20-10/31/21
R005386,"Hale, Laura ",American Heart Association ,American Heart Association,11/01/20-10/31/21
R002922,"Hale, Laura ",American Heart Association ,American Heart Association,12/18/19-10/31/20
R010252,"Hale, Laura ",American Heart Association ,American Heart Association,11/01/21-10/31/22
R010424,"Hall, Charles S.",American Kennel Club,American Kennel Club,11/01/21-10/31/22
R005801,"Hall, Shannon ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of Maryland,11/01/20-10/31/21
R003746,"Hall, Charles S.",American Kennel Club,American Kennel Club,02/29/20-10/31/20
R002087,"Hall, Shannon ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of Maryland,11/01/19-10/31/20
R010010,"Hall, Shannon ",Community Behavioral Health Association of Maryland,Community Behavioral Health Association of Maryland,11/01/21-10/31/22
R006294,"Hall, Charles S.",American Kennel Club,American Kennel Club,11/01/20-10/31/21
R009173,"Hamlett, Ellen ",Institute for Justice,Institute for Justice,11/01/21-10/31/22
R004595,"Hamlett, Ellen ",Institute for Justice,Institute for Justice,11/01/20-10/31/21
R003659,"Hamlett, Ellen ",Institute for Justice,Institute for Justice,02/20/20-10/31/20
R003326,"Hammen, Pete A","The Capital Law Firm, PA",University of Maryland Medical System,01/20/20-10/31/20
R008558,"Hammen, Pete A",Kress Hammen Inc,Grander Capital Partners,11/01/21-10/31/22
R008572,"Hammen, Pete A",Kress Hammen Inc,Vera Mobility dba American Traffic Solutions,11/01/21-10/31/22
R008556,"Hammen, Pete A",Kress Hammen Inc,Edenbridge Health,11/01/21-10/31/22
R007504,"Hammen, Pete A",Kress Hammen Inc,Score Digital Sports Ventures Inc.,02/17/21-10/31/21
R005744,"Hammen, Pete A","The Capital Law Firm, PA",WGL Energy,11/01/20-10/31/21
R002523,"Hammen, Pete A","The Capital Law Firm, PA","Laborers' International Union of North America, Baltimore/Washington Construction & Public Employees Laborers' District Council",12/11/19-10/31/20
R008561,"Hammen, Pete A",Kress Hammen Inc,Waterfront Partnership of Baltimore,11/01/21-10/31/22
R008557,"Hammen, Pete A",Kress Hammen Inc,Maryland Hospital Association,11/01/21-10/31/22
R007375,"Hammen, Pete A",Kress Hammen Inc,Edenbridge Health,02/02/21-10/31/21
R005732,"Hammen, Pete A","The Capital Law Firm, PA",University of Maryland Medical System,11/01/20-10/31/21
R005735,"Hammen, Pete A","The Capital Law Firm, PA",Maryland Hospital Association,11/01/20-10/31/21
R002866,"Hammen, Pete A","The Capital Law Firm, PA",Maryland Association of Nurse Anesthetists,12/13/19-10/31/20
R003575,"Hammen, Pete A","The Capital Law Firm, PA",Waterfront Partnership of Baltimore,02/10/20-10/31/20
R008562,"Hammen, Pete A",Kress Hammen Inc,Alliance for Automotive Innovation,11/01/21-10/31/22
R008569,"Hammen, Pete A",Kress Hammen Inc,"Retail Energy Supply Association, The",11/01/21-10/31/22
R008573,"Hammen, Pete A",Kress Hammen Inc,Ebay,11/01/21-10/31/22
R005745,"Hammen, Pete A","The Capital Law Firm, PA",Youth Advocate Programs,11/01/20-10/31/21
R005746,"Hammen, Pete A","The Capital Law Firm, PA",Grander Capital Partners,11/01/20-10/31/21
R007659,"Hammen, Pete A",Kress Hammen Inc,Apple Inc.,03/23/21-10/31/21
R002865,"Hammen, Pete A","The Capital Law Firm, PA",Maryland Hospital Association,12/11/19-10/31/20
R002864,"Hammen, Pete A","The Capital Law Firm, PA",Peake Releaf LLC,12/11/19-10/31/20
R003325,"Hammen, Pete A","The Capital Law Firm, PA",CareFirst BlueCross BlueShield,01/20/20-10/31/20
R008553,"Hammen, Pete A",Kress Hammen Inc,WGL Energy,11/01/21-10/31/22
R008804,"Hammen, Pete A",Kress Hammen Inc,Maryland Association of Nurse Anesthetists,11/01/21-10/31/22
R008559,"Hammen, Pete A",Kress Hammen Inc,Youth Advocate Programs,11/01/21-10/31/22
R008555,"Hammen, Pete A",Kress Hammen Inc,University of Maryland Medical System,11/01/21-10/31/22
R008554,"Hammen, Pete A",Kress Hammen Inc,Score Digital Sports Ventures Inc.,11/01/21-10/31/22
R008568,"Hammen, Pete A",Kress Hammen Inc,Peake Releaf LLC,11/01/21-10/31/22
R010366,"Hammen, Pete A",Kress Hammen Inc,International Longshoreman’s Association Local 333,11/01/21-10/31/22
R005739,"Hammen, Pete A","The Capital Law Firm, PA",Maryland Association of Nurse Anesthetists,11/01/20-10/31/21
R005736,"Hammen, Pete A","The Capital Law Firm, PA",Waterfront Partnership of Baltimore,11/01/20-10/31/21
R005737,"Hammen, Pete A","The Capital Law Firm, PA",Alliance for Automotive Innovation,11/01/20-10/31/21
R005743,"Hammen, Pete A","The Capital Law Firm, PA","Retail Energy Supply Association, The",11/01/20-10/31/21
R005740,"Hammen, Pete A","The Capital Law Firm, PA",Maryland Society of Surveyors,11/01/20-10/31/21
R005742,"Hammen, Pete A","The Capital Law Firm, PA",Peake Releaf LLC,11/01/20-10/31/21
R008565,"Hammen, Pete A",Kress Hammen Inc,"Laborers' International Union of North America, Baltimore/Washington Construction & Public Employees Laborers' District Council",11/01/21-10/31/22
R008560,"Hammen, Pete A",Kress Hammen Inc,Apple Inc.,11/01/21-10/31/22
R008571,"Hammen, Pete A",Kress Hammen Inc,CareFirst BlueCross BlueShield,11/01/21-10/31/22
R005734,"Hammen, Pete A","The Capital Law Firm, PA",CareFirst BlueCross BlueShield,11/01/20-10/31/21
R005738,"Hammen, Pete A","The Capital Law Firm, PA",Vera Mobility dba American Traffic Solutions,11/01/20-10/31/21
R007404,"Hammen, Pete A",Kress Hammen Inc,Ebay,02/03/21-10/31/21
R002388,"Hammock, Brian W",CSX Transportation,CSX Transportation,11/01/19-10/31/20
R000626,"Hannold, Holly ",Exxon Mobil Corporation,Exxon Mobil Corporation,09/04/19-10/31/19
R000752,"Hannold, Holly ",Exxon Mobil Corporation,Exxon Mobil Corporation,11/01/19-11/22/19
R002901,"Harbeson, Kristen ",Maryland League of Conservation Voters,Maryland League of Conservation Voters,12/17/19-10/31/20
R007009,"Harbeson, Kristen ",Maryland League of Conservation Voters,Maryland League of Conservation Voters,01/04/21-10/31/21
R002495,"Hardy, Marina Taft",Taft Hardy & Associates,Hims,11/01/19-10/30/20
R003634,"Hardy, Marina Taft",Taft Hardy & Associates,"Sedera, Inc.",02/17/20-04/30/20
R006544,"Hardy, Marina T",Imperium Global Advisors,Tanium,11/01/20-10/31/21
R002496,"Hardy, Marina Taft",Taft Hardy & Associates,Cumberland Economic Development Corporation,11/01/19-10/31/20
R002497,"Hardy, Marina Taft",Taft Hardy & Associates,"Tanium, OBO Imperium Global Advisors",11/01/19-10/31/20
R003834,"Hardy, Marina Taft",Taft Hardy & Associates,"ServiceNow, on behalf of Imperium Global Advisors",04/09/20-10/30/20
R006545,"Hardy, Marina T",Imperium Global Advisors,ServiceNow,11/01/20-03/11/21
R006468,"Hardy, Marina Taft",Taft Hardy & Associates,Cumberland Economic Development Corporation,11/01/20-10/31/21
R007837,"Hardy, Marina T",Imperium Global Advisors,ISACA,06/14/21-10/31/21
R010573,"Hardy, Marina T",Imperium Global Advisors,GCOM,11/01/21-10/31/22
R004041,"Hardy, Marina Taft",Taft Hardy & Associates,"Utility Associates, Inc.",07/29/20-10/31/20
R006469,"Hardy, Marina Taft",Taft Hardy & Associates,"Utility Associates, Inc.",11/01/20-10/31/21
R010572,"Hardy, Marina T",Imperium Global Advisors,ISACA,11/01/21-10/31/22
R007547,"Hardy, Marina T",Imperium Global Advisors,GCOM,02/26/21-10/31/21
R010571,"Hardy, Marina Taft",Taft Hardy & Associates,Cumberland Economic Development Corporation,11/01/21-10/31/22
R007111,"Hardy, Marina Taft",Taft Hardy & Associates,Ivory Gaming Acquisition Corp,01/13/21-05/14/21
R006899,"Hardy, Marina T",Imperium Global Advisors,"Real Science, LLC",12/10/20-10/31/21
R010758,"Hardy, Marina T",Imperium Global Advisors,"Tanium c/o National Strategies, LLC",11/01/21-10/31/22
R003084,"Harpool, Adrian ",Adrian Harpool Associates,"PPE Casino Resorts Maryland, LLC",01/12/20-03/31/20
R003251,"Harrington, Stephen Joshua",Greater Washington Partnership,Greater Washington Partnership,01/14/20-04/30/20
R002519,"Harris, Willie R.",Harris Public interest Consulting LLC,Metropolitan Marriage and Family Therapist,11/01/19-10/31/20
R006645,"Harris, Willie R.",Harris Public interest Consulting LLC,Metropolitan Marriage and Family Therapist,11/19/20-10/31/21
R002706,"Harris, LaTara ",AT&T,AT&T,11/22/19-10/31/20
R000742,"Harting, Marta ",Venable LLP,"John Gore Organization, Inc. d/b/a Broadway Across America, The",11/01/19-10/31/20
R000707,"Harting, Marta ",Venable LLP,Baltimore Community Foundation,11/01/19-10/31/20
R000804,"Harting, Marta ",Venable LLP,"PPE Casino Resorts Maryland, LLC",11/01/19-04/15/20
R000796,"Harting, Marta ",Venable LLP,Maxim Healthcare Services,11/01/19-10/31/20
R008730,"Harting, Marta ",Venable LLP,Fort Orange Press,11/01/21-10/31/22
R008739,"Harting, Marta ",Venable LLP,"Neighborhood Housing Services of Baltimore, Inc.",11/01/21-10/31/22
R008722,"Harting, Marta ",Venable LLP,Baltimore Community Foundation,11/01/21-10/31/22
R008743,"Harting, Marta ",Venable LLP,Teach Coalition,11/01/21-10/31/22
R008719,"Harting, Marta ",Venable LLP,Abbott Laboratories,11/01/21-10/31/22
R004470,"Harting, Marta ",Venable LLP,Maryland Alliance of Public Charter Schools,11/01/20-10/31/21
R004223,"Harting, Marta ",Venable LLP,Abbott Laboratories,11/01/20-10/31/21
R004481,"Harting, Marta ",Venable LLP,"Neighborhood Housing Services of Baltimore, Inc.",11/01/20-10/31/21
R004478,"Harting, Marta ",Venable LLP,Maryland Optometric Association,11/01/20-10/31/21
R000703,"Harting, Marta ",Venable LLP,"Asurion Insurance Services, Inc.",11/01/19-10/31/20
R000728,"Harting, Marta ",Venable LLP,"Dell Technologies, Inc.",11/01/19-10/31/20
R000798,"Harting, Marta ",Venable LLP,Montgomery County Chamber of Commerce,11/01/19-10/31/20
R000805,"Harting, Marta ",Venable LLP,"Premium Finance of America, Inc.",11/01/19-10/31/20
R000807,"Harting, Marta ",Venable LLP,State Farm Mutual Automobile Insurance Company,11/01/19-10/31/20
R000736,"Harting, Marta ",Venable LLP,"Hippodrome Foundation, Inc.",11/01/19-10/31/20
R002549,"Harting, Marta ",Venable LLP,Easter Seals Serving DC MD VA,11/01/19-10/31/20
