Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Reporting Period,Lobbyist Compensation,Staff Expenses,Office Expenses,Research Expenses,Communications,Witness Fees or Expenses,Other Operating Expenses,Sponsored Event Expenses,Tickets to Events Expenses,Meal & Bev at Meetings,Meal & Bev for Speaking,Meal & Bev for Officials,Gift expenses,Total Expenses
A005055,"Carroll, Jr., David","Capitol Strategies, LLC","Aramark Correctional Services, LLC",05/01/20-10/31/20,"$14,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,500.00"
A000955,"Carroll, Jr., David","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/19-04/30/20,"$5,138.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,138.00"
A000958,"Carroll, Jr., David","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,05/01/20-10/31/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A000964,"Carroll, Jr., David","Capitol Strategies, LLC",Exelon Corporation,05/01/20-10/31/20,"$16,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,000.00"
A000975,"Carroll, Jr., David","Capitol Strategies, LLC",Veritas HHS,11/01/19-04/30/20,"$3,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,206.00"
A000977,"Carroll, Jr., David","Capitol Strategies, LLC",International Council of Shopping Centers,11/01/19-04/30/20,"$6,363.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,363.00"
A000980,"Carroll, Jr., David","Capitol Strategies, LLC",Delta Bingo t/a Daily Double Bingo,05/01/20-10/31/20,"$17,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,000.00"
A000990,"Carroll, Jr., David","Capitol Strategies, LLC",MGM Resorts International,05/01/20-10/31/20,"$22,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,000.00"
A000996,"Carroll, Jr., David","Capitol Strategies, LLC","Verizon/DCI Group AZ, LLC",05/01/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A001005,"Carroll, Jr., David","Capitol Strategies, LLC","MTC Logistics, Inc.",11/01/19-04/30/20,"$3,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,206.00"
A001008,"Carroll, Jr., David","Capitol Strategies, LLC",Anne Arundel Medical Center,05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A001013,"Carroll, Jr., David","Capitol Strategies, LLC",Accenture LLP,11/01/19-04/30/20,"$13,137.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$13,137.00"
A001018,"Carroll, Jr., David","Capitol Strategies, LLC",Educational Testing Service (ETS),05/01/20-10/31/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A012359,"Carroll, Jr., David","Capitol Strategies, LLC","DoorDash, Inc.",12/31/20-04/30/21,"$20,150.00",$0.00,$639.42,$0.00,"$1,375.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,164.42"
A006001,"Carroll, Jr., David","Capitol Strategies, LLC","MGT of America Consulting, LLC",01/27/20-04/30/20,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
A006324,"Carroll, Jr., David","Capitol Strategies, LLC","Children's Guild, The",02/05/20-04/30/20,"$6,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,250.00"
A008114,"Carroll, Jr., David","Capitol Strategies, LLC",Luminis Health,11/01/20-04/30/21,"$20,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,150.00"
A008116,"Carroll, Jr., David","Capitol Strategies, LLC",Accenture LLP,11/01/20-04/30/21,"$20,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,206.00"
A008665,"Carroll, Jr., David","Capitol Strategies, LLC","Lyft, Inc.",11/01/20-04/30/21,"$5,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,150.00"
A008669,"Carroll, Jr., David","Capitol Strategies, LLC",Maryland School Bus Contractors Association,11/01/20-04/30/21,"$5,350.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,350.00"
A008673,"Carroll, Jr., David","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/20-04/30/21,"$7,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,250.00"
A012824,"Carroll, Jr., David","Capitol Strategies, LLC",Ginkgo Bioworks c/o MainStreet Advocates,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012360,"Carroll, Jr., David","Capitol Strategies, LLC","DoorDash, Inc.",05/01/21-10/31/21,"$29,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$29,500.00"
A012434,"Carroll, Jr., David","Capitol Strategies, LLC",Brightview Senior Living,05/01/21-10/31/21,"$19,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,000.00"
A008676,"Carroll, Jr., David","Capitol Strategies, LLC",Gannett Fleming,05/01/21-10/31/21,"$14,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,500.00"
A013251,"Carroll, Jr., David","Capitol Strategies, LLC","Al Fakher Distribution USA, Inc",05/01/21-10/31/21,"$12,060.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,060.00"
A009260,"Carroll, Jr., David","Capitol Strategies, LLC",MGM Resorts International,05/01/21-10/31/21,"$37,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,000.00"
A013785,"Carroll, Jr., David","Capitol Strategies, LLC",HHS Tech Group,07/12/21-10/31/21,"$16,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$16,500.00"
A013846,"Carroll, Jr., David","Capitol Strategies, LLC",Ameresco,08/13/21-10/31/21,"$17,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,000.00"
A008123,"Carroll, Jr., David","Capitol Strategies, LLC","Cintra US Services, LLC",05/01/21-10/31/21,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A008672,"Carroll, Jr., David","Capitol Strategies, LLC",International Council of Shopping Centers,05/01/21-10/31/21,"$8,570.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,570.00"
A008383,"Carroll, Jr., David","Capitol Strategies, LLC",Zillow,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A006002,"Carroll, Jr., David","Capitol Strategies, LLC","MGT of America Consulting, LLC",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005202,"Carroll, Jr., David","Capitol Strategies, LLC","Maryland Geothermal Association, The",05/01/20-10/31/20,"$9,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,000.00"
A000956,"Carroll, Jr., David","Capitol Strategies, LLC",W.L. Gore & Associates,05/01/20-10/31/20,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00"
A000966,"Carroll, Jr., David","Capitol Strategies, LLC",Covanta Energy LLC,05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A000971,"Carroll, Jr., David","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/19-04/30/20,"$15,206.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,206.00"
A000976,"Carroll, Jr., David","Capitol Strategies, LLC",Veritas HHS,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A000978,"Carroll, Jr., David","Capitol Strategies, LLC",International Council of Shopping Centers,05/01/20-10/31/20,"$8,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,500.00"
A001000,"Carroll, Jr., David","Capitol Strategies, LLC","Cintra US Services, LLC",05/01/20-10/31/20,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A001004,"Carroll, Jr., David","Capitol Strategies, LLC",Ameresco,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001009,"Carroll, Jr., David","Capitol Strategies, LLC",Novolex,11/01/19-04/30/20,"$10,103.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,103.00"
A001010,"Carroll, Jr., David","Capitol Strategies, LLC",Novolex,05/01/20-10/31/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A001017,"Carroll, Jr., David","Capitol Strategies, LLC",Educational Testing Service (ETS),11/01/19-04/30/20,"$5,257.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,257.50"
A008378,"Carroll, Jr., David","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,11/01/20-04/30/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013425,"Carroll, Jr., David","Capitol Strategies, LLC",Curriculum Associates LLC,05/01/21-10/31/21,"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
A009258,"Carroll, Jr., David","Capitol Strategies, LLC",Slice Wireless Solutions,05/01/21-10/31/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A009252,"Carroll, Jr., David","Capitol Strategies, LLC",Tradepoint Atlantic c/o Redwood Capital,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012207,"Carroll, Jr., David","Capitol Strategies, LLC",Ferrovial Construction US Corp,05/01/21-10/31/21,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
A008111,"Carroll, Jr., David","Capitol Strategies, LLC",Association for Accessible Medicines,05/01/21-10/31/21,"$19,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,000.00"
A008674,"Carroll, Jr., David","Capitol Strategies, LLC",Educational Testing Service (ETS),05/01/21-10/31/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A008115,"Carroll, Jr., David","Capitol Strategies, LLC",Luminis Health,05/01/21-10/31/21,"$19,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$19,500.00"
A008109,"Carroll, Jr., David","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",05/01/21-10/31/21,"$8,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,000.00"
A008103,"Carroll, Jr., David","Capitol Strategies, LLC",Covanta Energy LLC,05/01/21-10/31/21,"$23,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$23,000.00"
A008379,"Carroll, Jr., David","Capitol Strategies, LLC",NorthBay Education c/o Redwood Capital,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A012490,"Carroll, Jr., David","Capitol Strategies, LLC",Cubic Transportation Systems,05/01/21-10/31/21,"$3,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,750.00"
A000949,"Carroll, Jr., David","Capitol Strategies, LLC","Northbay Education, Inc.",11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A000950,"Carroll, Jr., David","Capitol Strategies, LLC","Northbay Education, Inc.",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A000951,"Carroll, Jr., David","Capitol Strategies, LLC",Association for Accessible Medicines,11/01/19-04/30/20,"$10,943.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,943.00"
A000952,"Carroll, Jr., David","Capitol Strategies, LLC",Association for Accessible Medicines,05/01/20-10/31/20,"$12,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,500.00"
A000963,"Carroll, Jr., David","Capitol Strategies, LLC",Exelon Corporation,11/01/19-04/30/20,"$10,839.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,839.00"
A000965,"Carroll, Jr., David","Capitol Strategies, LLC",Covanta Energy LLC,11/01/19-04/30/20,"$18,426.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,426.00"
A000967,"Carroll, Jr., David","Capitol Strategies, LLC",Gannett Fleming,11/01/19-04/30/20,"$10,138.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,138.00"
A000968,"Carroll, Jr., David","Capitol Strategies, LLC",Gannett Fleming,05/01/20-10/31/20,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A000983,"Carroll, Jr., David","Capitol Strategies, LLC",Tradepoint Atlantic,11/01/19-04/30/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A000991,"Carroll, Jr., David","Capitol Strategies, LLC",Centurion,11/01/19-04/30/20,"$6,667.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,667.00"
A000994,"Carroll, Jr., David","Capitol Strategies, LLC",Slice Wireless Solutions,05/01/20-10/31/20,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
A001002,"Carroll, Jr., David","Capitol Strategies, LLC","Redwood Capital Investments, LLC",05/01/20-10/31/20,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
A001011,"Carroll, Jr., David","Capitol Strategies, LLC","Lyft, Inc.",11/01/19-04/30/20,"$7,804.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,804.00"
A001014,"Carroll, Jr., David","Capitol Strategies, LLC",Accenture LLP,05/01/20-10/31/20,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
A001016,"Carroll, Jr., David","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A005054,"Carroll, Jr., David","Capitol Strategies, LLC","Aramark Correctional Services, LLC",12/18/19-04/30/20,"$17,648.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,648.00"
A013424,"Carroll, Jr., David","Capitol Strategies, LLC",Curriculum Associates LLC,03/08/21-04/30/21,"$8,450.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,450.00"
A012487,"Carroll, Jr., David","Capitol Strategies, LLC","Cormac Group, The",01/11/21-04/30/21,"$75,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$75,000.00"
A012489,"Carroll, Jr., David","Capitol Strategies, LLC",Cubic Transportation Systems,01/11/21-04/30/21,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
A007033,"Carroll, Jr., David","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,09/08/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A008108,"Carroll, Jr., David","Capitol Strategies, LLC","Atlantic Bingo Supply, Inc",11/01/20-04/30/21,"$7,185.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,185.00"
A008118,"Carroll, Jr., David","Capitol Strategies, LLC",Centurion,11/01/20-04/30/21,"$10,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,150.00"
A008120,"Carroll, Jr., David","Capitol Strategies, LLC",Chesapeake Regional Information System for our Patients,11/01/20-04/30/21,"$6,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,400.00"
A008122,"Carroll, Jr., David","Capitol Strategies, LLC","Cintra US Services, LLC",11/01/20-04/30/21,"$7,550.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,550.00"
A008382,"Carroll, Jr., David","Capitol Strategies, LLC",Zillow,11/01/20-04/30/21,"$15,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,200.00"
A008631,"Carroll, Jr., David","Capitol Strategies, LLC","Waveseer, Inc.",11/01/20-04/30/21,"$3,100.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,100.00"
A008647,"Carroll, Jr., David","Capitol Strategies, LLC",Veritas HHS,11/01/20-04/30/21,"$6,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,150.00"
A008649,"Carroll, Jr., David","Capitol Strategies, LLC",Vanguard Retail Property Development,11/01/20-04/30/21,"$15,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,150.00"
A008667,"Carroll, Jr., David","Capitol Strategies, LLC","Maryland Geothermal Association, The",11/01/20-04/30/21,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
A008675,"Carroll, Jr., David","Capitol Strategies, LLC",Gannett Fleming,11/01/20-04/30/21,"$15,150.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,150.00"
A011093,"Carroll, Jr., David","Capitol Strategies, LLC",W.L. Gore & Associates,11/01/20-04/30/21,"$7,650.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,650.00"
A009253,"Carroll, Jr., David","Capitol Strategies, LLC",Verizon Communications,11/01/20-04/30/21,"$10,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,400.00"
A008632,"Carroll, Jr., David","Capitol Strategies, LLC","Waveseer, Inc.",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A013836,"Carroll, Jr., David","Capitol Strategies, LLC",Knowledge Services,08/05/21-10/31/21,"$18,404.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,404.00"
A012822,"Carroll, Jr., David","Capitol Strategies, LLC","Stonewall Capital, LLC",05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A009256,"Carroll, Jr., David","Capitol Strategies, LLC",Maxim Healthcare Services c/o Redwood Capital,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A008654,"Carroll, Jr., David","Capitol Strategies, LLC",Erickson Living Management c/o Redwood Capital Investments,05/01/21-10/31/21,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A008119,"Carroll, Jr., David","Capitol Strategies, LLC",Centurion,05/01/21-10/31/21,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A005201,"Carroll, Jr., David","Capitol Strategies, LLC","Maryland Geothermal Association, The",01/01/20-04/30/20,"$7,654.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,654.50"
A000953,"Carroll, Jr., David","Capitol Strategies, LLC","Waveseer, Inc.",11/01/19-04/30/20,"$12,103.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,103.00"
A000962,"Carroll, Jr., David","Capitol Strategies, LLC","Erickson Living Management, LLC",05/01/20-10/31/20,"$11,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,500.00"
A000973,"Carroll, Jr., David","Capitol Strategies, LLC","American Express Travel Related Services, Inc.",11/01/19-04/30/20,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
A000981,"Carroll, Jr., David","Capitol Strategies, LLC",Compassion and Choices,11/01/19-04/30/20,"$4,172.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,172.00"
A000982,"Carroll, Jr., David","Capitol Strategies, LLC",Compassion and Choices,05/01/20-10/31/20,"$1,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,000.00"
A000992,"Carroll, Jr., David","Capitol Strategies, LLC",Centurion,05/01/20-10/31/20,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
A000995,"Carroll, Jr., David","Capitol Strategies, LLC","Verizon/DCI Group AZ, LLC",11/01/19-04/30/20,"$6,505.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,505.00"
A000998,"Carroll, Jr., David","Capitol Strategies, LLC",Bombardier Mass Transit Corporation,05/01/20-10/31/20,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00
A001003,"Carroll, Jr., David","Capitol Strategies, LLC",Ameresco,11/01/19-04/30/20,"$9,154.50",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,154.50"
A001006,"Carroll, Jr., David","Capitol Strategies, LLC","MTC Logistics, Inc.",05/01/20-10/31/20,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
A012206,"Carroll, Jr., David","Capitol Strategies, LLC",Ferrovial Construction US Corp,12/18/20-04/30/21,"$7,550.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,550.00"
A012821,"Carroll, Jr., David","Capitol Strategies, LLC","Stonewall Capital, LLC",01/20/21-04/30/21,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
